2.502764385139636753e-08,9.999999749723545994e-01
6.057288255338266357e-12,9.999999999939461759e-01
1.167179221677482077e-06,9.999988328207781718e-01
4.969312985671632432e-12,9.999999999950297536e-01
6.485118958148975643e-06,9.999935148810372709e-01
4.201284617110275107e-04,9.995798715382939736e-01
5.014939557587875878e-06,9.999949850604377133e-01
8.425242463108835063e-06,9.999915747575381930e-01
5.483865147324144700e-07,9.999994516134844691e-01
4.228923291473098746e-10,9.999999995771133854e-01
6.065272617582684829e-07,9.999993934727334777e-01
1.617943380207494299e-06,9.999983820566186177e-01
1.218695378625985078e-07,9.999998781304600959e-01
1.050365806114813092e-10,9.999999998949675728e-01
8.780466236454832149e-12,9.999999999912212445e-01
6.295414909341240102e-05,9.999370458509052595e-01
3.309186982175458652e-06,9.999966908130246690e-01
7.169685561952507283e-05,9.999283031443833014e-01
2.154074261964709927e-06,9.999978459257371499e-01
3.572009196332379095e-12,9.999999999964295228e-01
1.662364751531340505e-08,9.999999833763554280e-01
2.036988930900740017e-05,9.999796301106916863e-01
6.454173509572012592e-09,9.999999935458276923e-01
2.039482596299388126e-06,9.999979605174097452e-01
1.031928818460095119e-05,9.999896807118165976e-01
5.126414156010186476e-07,9.999994873585826838e-01
1.938455473220054393e-06,9.999980615445197563e-01
1.190799546507967035e-05,9.999880920045313148e-01
4.008335015488130224e-05,9.999599166498478464e-01
2.683376048771851727e-08,9.999999731662402302e-01
7.124194076194501786e-09,9.999999928758001033e-01
1.796616187695173375e-07,9.999998203383758666e-01
3.139938505241225713e-08,9.999999686006195709e-01
1.523437298254073843e-09,9.999999984765679528e-01
2.739591680524456381e-12,9.999999999972608578e-01
9.596879158004687459e-04,9.990403120841975237e-01
4.474056702145769822e-04,9.995525943297803861e-01
1.791590893221451159e-05,9.999820840910673692e-01
1.029130377665059309e-10,9.999999998970849902e-01
1.652195164212101780e-06,9.999983478048342089e-01
6.871403811525404217e-05,9.999312859618898486e-01
3.893852833584717367e-04,9.996106147166423650e-01
2.771344843173725272e-12,9.999999999972288833e-01
1.520388752853666794e-09,9.999999984796090757e-01
7.492067076724581888e-09,9.999999925079308127e-01
3.288060858304764160e-04,9.996711939141691428e-01
1.122296604135513117e-05,9.999887770339580539e-01
5.129418757771754295e-11,9.999999999487130253e-01
1.461845688415384725e-08,9.999999853815496609e-01
1.649780272460709612e-08,9.999999835021925465e-01
4.049878543737519800e-05,9.999595012145656714e-01
1.383100339768685162e-08,9.999999861690015424e-01
1.816249888295130026e-10,9.999999998183710659e-01
1.603977792922118997e-05,9.999839602220694790e-01
2.450093406112334506e-05,9.999754990659450726e-01
8.811235904774751231e-13,9.999999999991189270e-01
1.371276540275412687e-05,9.999862872345932630e-01
1.030266140111732516e-12,9.999999999989697130e-01
7.928560468293179129e-11,9.999999999207176415e-01
9.760115027693152827e-12,9.999999999902406955e-01
3.013395409884628822e-12,9.999999999969872988e-01
6.388206265266058823e-07,9.999993611793678294e-01
1.310730578925350552e-03,9.986892694210744992e-01
1.582490149260672698e-08,9.999999841751049390e-01
1.536035311700163307e-12,9.999999999984652277e-01
1.301654901645686948e-04,9.998698345098302465e-01
7.949561794197931964e-12,9.999999999920490268e-01
6.785379898752809005e-06,9.999932146201039318e-01
5.584423748145140925e-04,9.994415576251842737e-01
9.445934280828293906e-09,9.999999905540590817e-01
2.281275014959808978e-09,9.999999977187314926e-01
2.958483142824753378e-12,9.999999999970441422e-01
1.446840737047009425e-11,9.999999999855333499e-01
3.617242696158552440e-06,9.999963827573078445e-01
7.848136267429155842e-06,9.999921518637383544e-01
4.008780933350334340e-05,9.999599121906603827e-01
1.566169061389742918e-12,9.999999999984368060e-01
5.819350196116131309e-12,9.999999999941806550e-01
2.910764299691479929e-07,9.999997089235674874e-01
1.604538097666137444e-10,9.999999998395452394e-01
3.103474983431038900e-08,9.999999689652558921e-01
8.587550885780380116e-06,9.999914124491158240e-01
4.782828635238325192e-07,9.999995217171366857e-01
5.488414655108027015e-05,9.999451158534453654e-01
8.021452280061512530e-10,9.999999991978540947e-01
1.569873391305878083e-14,9.999999999999857891e-01
3.274985575567352238e-10,9.999999996724966422e-01
1.865328535434385062e-04,9.998134671464539158e-01
2.040501124060096301e-04,9.997959498875929052e-01
8.699704210325390945e-04,9.991300295789704577e-01
9.495307308669445923e-06,9.999905046926936825e-01
4.945960683335209889e-12,9.999999999950546226e-01
2.029164907757145128e-07,9.999997970835102779e-01
